Player,G,PTS,TRB,AST,FG(%),FG3(%),FT(%),eFG(%),PER,WS
K.C. Jones,676,7.4,3.5,4.3,38.7,null,64.7,null,10.4,38.6
K.J. McDaniels,148,5.3,2.2,0.6,41.2,29.0,77.6,46.4,10.8,1.3
KZ Okpala,3,0.0,0.3,0.0,-,-,-,-,-13.5,0.0
Kadeem Allen,42,5.4,1.5,2.3,43.2,37.0,75.8,48.6,13.2,0.8
Kalin Lucas,2,1.0,1.5,0.5,0.0,0.0,100.0,0.0,8.0,0.0
Kaniel Dickens,19,1.2,0.6,0.1,40.0,33.3,75.0,47.5,9.0,0.1
Kannard Johnson,4,0.5,0.0,0.0,33.3,-,-,33.3,-4.6,-0.1
Kareem Abdul-Jabbar,1560,24.6,11.2,3.6,55.9,5.6,72.1,55.9,24.6,273.4
Kareem Rush,346,6.4,1.7,1.0,40.0,35.8,70.3,46.6,9.2,1.7
Karl Malone,1476,25.0,10.1,3.6,51.6,27.4,74.2,51.8,23.9,234.6
Karl-Anthony Towns,346,22.5,11.8,2.7,53.5,39.6,83.3,57.8,25.2,49.4
Kasib Powell,11,7.6,4.0,1.6,36.8,24.2,66.7,41.1,9.0,0.0
Kawhi Leonard,495,18.1,6.4,2.6,49.1,38.1,85.2,54.3,22.7,69.1
Kay Felder,58,3.8,1.0,1.3,36.4,26.8,75.4,38.8,9.3,-0.4
Kebu Stewart,15,2.7,2.1,0.1,46.2,-,64.0,46.2,14.0,0.2
Kedrick Brown,143,3.6,2.4,0.7,40.5,27.4,64.0,45.1,11.0,3.0
Keita Bates-Diop,54,5.9,2.8,0.5,42.4,31.6,68.7,49.1,10.7,1.1
Keith Appling,5,1.2,0.2,0.2,25.0,0.0,100.0,25.0,-4.8,-0.1
Keith Askins,486,3.8,2.9,0.8,40.1,35.5,71.7,48.3,9.2,14.5
Keith Benson,3,0.0,1.0,0.0,0.0,-,-,0.0,6.0,0.0
Keith Bogans,671,6.3,2.7,1.3,39.4,35.3,71.6,48.9,9.6,20.4
Keith Booth,45,2.9,2.2,0.9,32.5,9.1,56.3,32.8,7.3,-0.8
Keith Closs,130,3.9,2.9,0.3,47.1,0.0,60.6,47.1,14.2,1.9
Keith Edmonson,87,6.0,1.5,0.6,44.8,0.0,71.9,44.8,12.6,0.4
Keith Erickson,766,9.5,4.5,2.6,43.5,null,76.9,null,12.2,25.2
Keith Herron,124,9.8,2.0,1.4,43.8,16.7,85.8,43.9,12.6,3.2
Keith Jennings,164,6.6,1.5,3.7,43.6,37.4,85.2,52.0,15.5,7.7
Keith Langford,2,1.0,1.0,0.0,25.0,-,-,25.0,-2.4,0.0
Keith Lee,182,6.1,4.7,1.0,45.1,16.7,74.6,45.2,12.2,3.7
Keith McCord,2,2.0,1.0,0.5,50.0,-,-,50.0,7.9,0.0
Keith McLeod,200,5.5,1.3,2.7,35.7,28.2,80.0,38.6,9.6,1.9
Keith Owens,20,1.3,0.8,0.2,28.1,-,80.0,28.1,10.3,0.0
Keith Smart,2,1.0,0.5,1.0,0.0,0.0,100.0,0.0,0.0,0.0
Keith Smith,42,3.3,0.8,1.0,38.0,33.3,75.0,39.0,6.0,0.0
Keith Starr,17,0.8,0.6,0.4,25.0,null,100.0,null,3.7,-0.2
Keith Swagerty,80,12.3,10.4,1.2,40.8,0.0,61.1,40.8,15.1,2.3
Keith Tower,53,1.8,1.3,0.1,42.9,0.0,55.6,42.9,5.9,0.0
Keith Van Horn,575,16.0,6.8,1.6,44.3,36.1,83.5,48.2,16.8,41.7
Kelan Martin,17,5.8,3.4,0.5,35.8,26.3,100.0,42.7,6.4,0.0
Keldon Johnson,2,1.0,1.0,0.0,25.0,-,-,25.0,-2.3,0.0
Kelenna Azubuike,208,10.5,4.0,1.1,45.9,40.9,77.0,51.9,14.3,9.3
Kelly McCarty,2,2.0,1.5,0.0,66.7,-,-,66.7,31.7,0.0
Kelly Olynyk,468,9.7,4.9,1.8,47.6,37.1,77.1,55.1,15.6,26.7
Kelly Oubre Jr.,329,10.4,4.0,0.9,43.1,32.7,78.0,49.9,12.5,11.0
Kelly Tripucka,707,17.2,3.8,3.0,47.3,36.1,84.9,48.2,16.2,44.4
Kelvin Cato,541,5.5,5.3,0.5,50.7,7.7,64.4,50.7,14.4,28.6
Kelvin Ransey,474,11.4,1.9,5.2,45.4,13.2,78.2,45.6,14.8,17.9
Kelvin Upshaw,120,5.4,1.2,2.1,45.3,23.7,79.5,46.5,13.1,1.6
Kemba Walker,636,20.0,3.8,5.5,41.9,36.0,83.7,48.5,19.4,52.4
Ken Austin,7,1.7,0.4,0.1,46.2,-,-,46.2,5.6,0.0
Ken Bannister,253,5.9,3.5,0.4,48.8,0.0,49.2,48.8,8.9,0.6
Ken Boyd,6,3.2,0.8,0.3,53.8,null,45.5,null,25.3,0.1
Ken Charles,322,8.5,2.0,2.5,44.1,null,78.9,null,11.9,9.8
Ken Corley,3,0.0,-,0.0,-,null,-,null,-,0.0
Ken Durrett,120,4.0,1.9,0.5,43.4,null,63.7,null,10.7,0.6
Ken Green,7,4.4,3.9,0.3,48.1,-,55.6,48.1,19.3,0.3
Ken Johnson,64,4.1,3.8,0.3,52.8,-,43.5,52.8,9.3,0.8
Ken Johnson,16,2.0,2.0,0.0,40.5,-,33.3,40.5,6.1,0.0
Ken Keller,28,0.8,-,0.0,33.3,null,40.0,null,-,0.4
Ken Mayfield,13,2.8,0.6,0.3,37.0,null,100.0,null,7.3,-0.2
Ken McBride,12,9.8,2.6,1.2,32.7,null,72.4,null,7.9,-0.4
Ken Menke,6,2.5,-,1.2,35.3,null,37.5,null,-,0.0
Ken Murray,181,8.1,3.3,2.7,33.5,null,74.7,null,2.0,-0.7
Ken Norman,646,13.5,6.1,2.1,48.6,31.2,56.7,50.1,14.5,27.1
Ken Rohloff,2,0.0,0.0,0.5,0.0,null,-,null,-9.6,0.0
Ken Smith,19,4.3,1.3,0.4,41.0,20.0,81.3,41.6,10.6,0.2
Ken Spain,11,2.2,3.6,0.2,36.4,-,47.1,36.4,5.2,0.0
