Player,G,PTS,TRB,AST,FG(%),FG3(%),FT(%),eFG(%),PER,WS
Freddie Lewis,750,16.0,3.7,4.0,43.2,28.0,81.7,44.6,15.0,53.8
Felipe López,249,5.8,2.4,1.0,43.2,32.7,65.9,45.1,11.5,3.1
Frank Mangiapane,6,0.8,-,0.0,15.4,null,33.3,null,-,-0.1
Fernando Martín,24,0.9,1.2,0.4,29.0,0.0,36.4,29.0,-0.9,-0.4
Frank Mason III,103,6.7,2.0,2.6,39.6,30.1,75.5,43.8,12.8,1.2
Forrest McKenzie,6,2.8,1.2,0.2,25.0,50.0,100.0,26.8,-2.2,-0.2
Fab Melo,6,1.2,0.5,0.0,50.0,-,25.0,50.0,4.9,0.0
Fritz Nagy,50,5.1,-,1.4,34.7,null,67.0,null,-,2.1
Frank Ntilikina,211,5.5,2.0,2.7,36.6,32.8,74.9,42.9,7.7,-0.4
Fran O'Hanlon,14,1.6,0.3,0.9,36.4,0.0,66.7,36.4,-5.2,0.0
Fabricio Oberto,336,3.2,3.5,0.9,57.6,0.0,61.7,57.6,11.2,13.6
Frank Oleynick,102,5.0,0.9,1.1,38.6,null,70.8,null,10.3,-0.1
Fred Paine,3,2.3,-,0.3,15.8,null,20.0,null,-,-0.3
Frank Radovich,37,2.4,1.4,0.1,39.8,null,50.0,null,9.8,0.0
Frank Ramsey,623,13.4,5.5,1.8,39.9,null,80.4,null,15.5,49.2
Frank Reddout,7,1.9,1.3,0.0,83.3,null,75.0,null,42.9,0.3
Fred Roberts,818,7.3,2.8,1.2,50.2,32.5,79.6,50.8,12.6,26.2
Flynn Robinson,543,14.0,2.5,3.0,45.6,26.7,84.6,45.7,17.5,32.6
Frank Russell,23,3.2,0.7,0.7,37.7,null,88.9,null,14.5,0.1
Frankie Sanders,69,5.1,1.9,1.0,43.0,-,82.2,43.0,13.6,0.5
Fred Saunders,210,5.3,3.0,1.1,44.3,null,68.2,null,11.4,3.1
Frank Schade,9,1.1,0.7,1.1,28.6,null,100.0,null,5.8,0.0
Fred Schaus,334,12.2,6.0,2.9,35.2,null,82.3,null,14.7,31.4
Fred Scolari,534,11.3,2.7,2.6,32.1,null,81.8,null,13.2,30.2
Frank Selvy,565,10.8,3.7,2.8,39.4,null,72.8,null,9.8,17.9
Fred Sheffield,22,3.4,-,0.2,19.9,null,61.5,null,-,-0.5
Felton Spencer,640,5.2,5.4,0.3,48.4,0.0,65.8,48.4,10.8,20.9
Fatty Taylor,640,8.0,3.9,4.0,43.8,20.6,67.6,44.1,10.5,17.0
Fred Taylor,88,4.4,1.6,0.8,36.4,null,59.2,null,8.7,-0.6
Floyd Theard,25,3.8,2.0,1.8,34.5,0.0,64.3,34.5,2.3,0.0
Fred VanVleet,283,12.1,2.9,4.5,40.5,38.4,85.5,50.0,15.5,19.3
Fred Vinson,13,1.3,0.1,0.1,25.0,23.1,66.7,31.3,-2.0,-0.2
Floyd Volker,54,7.4,-,2.1,30.9,null,55.0,null,-,-2.0
Foots Walker,658,6.4,2.6,4.7,43.5,22.7,76.2,43.6,13.7,31.0
Fly Williams,71,9.4,2.5,2.0,46.2,14.3,68.3,46.3,11.8,-0.3
Frank Williams,86,2.9,0.9,1.9,35.2,30.0,83.3,39.8,9.2,0.1
Freeman Williams,323,14.7,1.6,1.6,46.7,33.1,82.4,48.2,17.9,10.0
